symbol,name,sector,market_cap,change_pct
CZR,Caesars Entertainment,Consumer Discretionary,4745327073.364466,-2.9974485968742517
CPT,Camden Property Trust,Real Estate,11220605195.542053,-0.5210263689689765
CPB,Campbell Soup Company,Consumer Staples,8747570434.964848,-1.6253371577462963
COF,Capital One,Financials,147149735304.73077,1.2563790083278041
CAH,Cardinal Health,Health Care,47407338440.22699,-0.09013465951569334
CAI,Caris Life Sciences,Health Care,7736468650.186102,0.6607940774163689
CSL,Carlisle Companies,Industrials,13797586081.576172,0.48726647895096603
CG,Carlyle Group (The),Financials,20421858718.069267,1.2009287649228917
KMX,CarMax,Consumer Discretionary,5807792435.595966,-0.8200914686574525
CCL,Carnival Corporation & plc,Consumer Discretionary,34839391636.0276,-1.324889433845622
CRS,Carpenter Technology Corporation,Materials,15926855858.616333,2.913507023515393
CARR,Carrier Global,Industrials,46874339475.30936,0.8421876751473026
CVNA,Carvana,Consumer Discretionary,85151721997.14111,-0.5670861352848101
CASY,Casey's,Consumer Staples,20881554656.64673,1.14542316005599
CAT,Caterpillar Inc.,Industrials,281780693456.06104,1.687261092076213
CAVA,Cava Group,Consumer Discretionary,6383064251.68808,0.9965117468379633
CBOE,Cboe Global Markets,Financials,26519012546.270172,-0.18904912921532321
CBRE,CBRE Group,Real Estate,48098468140.125,-0.4036226178357831
CCCS,CCC Intelligent Solutions,Information Technology,4929136980.252132,0.0
CDW,CDW,Information Technology,18957282020.476913,0.6855516846901918
CE,Celanese,Materials,4452687999.828,-2.816202069546198
CELH,Celsius Holdings,Consumer Staples,10968764190.675426,1.3333366030738467
COR,Cencora,Health Care,65476665087.60437,0.629273175420876
CNC,Centene,Health Care,19070898025.001526,-0.02577205842964027
CNP,Centerpoint Energy,Utilities,25148486174.819378,0.3647717190001438
CERT,"Certara, Inc.",Health Care,1540173471.0415936,-0.20661629269761356
CF,CF Industries,Materials,12999949794.571564,1.2233588214187672
CRL,Charles River Laboratories,Health Care,9071887859.546219,-0.07093556365431931
SCHW,Charles Schwab Corporation,Financials,173026703122.03903,1.4150461339326887
CHTR,Charter Communications,Communication Services,27499863260.155563,0.6584797573428341
CHE,Chemed Corporation,Health Care,6188307325.873718,-1.427475822984016
LNG,Cheniere Energy,Energy,45612210037.03613,-0.455728761601375
CVX,Chevron Corporation,Energy,305795626388.6981,0.12533969654748123
CHWY,Chewy,Consumer Discretionary,13747547945.870575,-2.2680425344915482
